帧号,右踝,左踝,右膝,左膝,骨盆,躯干
255,-8.252987821279746,16.5388225529281,2.043913587824395,16.07324395149007,-40.24048744354213,49.6215869801452
256,-7.556794144754964,16.125600109610115,2.3375239408191395,20.4222761091876,-40.24969901987902,49.48349173772483
257,-6.490442461137083,14.657341874575645,2.593987950078973,25.46078607291873,-40.25331163318954,49.31589970531556
258,-5.347434431475203,11.937299768276272,2.707720732763451,30.688121094106474,-40.24819167164734,49.1306080720005
259,-4.437257264738848,8.242784452348587,2.609831558173608,35.738582037178034,-40.2333794898212,48.95760976191414
260,-3.926313205101769,4.3529447470470135,2.307666443394322,40.46036754839498,-40.21007533268765,48.83490549511853
261,-3.742795414288997,1.1535058830377956,1.8957211084382963,44.773990921232624,-40.1856212982498,48.782549140678896
262,-3.677168750738231,-0.8660669157694252,1.4865571162335574,48.536154275705634,-40.18036157787481,48.79240161770359
263,-3.5713762959099937,-1.7288973797814808,1.134422667014931,51.5657707551438,-40.23350483783691,48.83162126290416
264,-3.3900856230407213,-1.6694941902493723,0.8290266070552919,53.72231156617938,-40.40248948990404,48.843488154578765
265,-3.1634094580215013,-0.8588968745716011,0.5306811370604321,54.90869004120965,-40.74901986972405,48.75095391177453
266,-2.920554975715413,0.6069113773941116,0.2106246502202855,55.05095734958266,-41.30427104422933,48.4839725071332
267,-2.679132535700054,2.5954789045380893,-0.1258187695071167,54.13072335003155,-42.00681964865581,48.0361088536378
268,-2.483876093005815,4.832059199780228,-0.4668878199243385,52.19418654615883,-42.66354828179617,47.51160511330191
269,-2.4266090587930984,6.812781172431604,-0.8190669724723739,49.27148021449559,-43.030410655980106,47.1025308356769
270,-2.5918835824358366,7.874163655870328,-1.1639741434853057,45.35118780411946,-42.95474423041407,46.99792092418527
271,-2.976832408639707,7.539533536906437,-1.435661308809978,40.51065033662171,-42.44171515689607,47.29710468910332
272,-3.4751163524548425,5.87003940978112,-1.581826168544633,35.04540301811633,-41.66720756598235,47.9636565995759
273,-3.94617097257136,3.459065903466683,-1.6091858954497316,29.459832848751557,-40.91667505887564,48.82210552938216
274,-4.289547004350387,1.0722514861043126,-1.556171648073258,24.30720455464257,-40.40417167699467,49.6367292075155
275,-4.452544041529509,-0.769121609882244,-1.4570408954168437,19.963413181352266,-40.15991298661075,50.24480816728891
276,-4.411473304015524,-1.937795981377411,-1.33973841592885,16.557648464294804,-40.10050571187339,50.61644514032051
277,-4.175283877831289,-2.5620575911170467,-1.2356052425924189,14.098512271021676,-40.13383533566905,50.809716613465255
278,-3.797970017091024,-2.842594460894357,-1.1726065873107112,12.562480325585396,-40.19707316529287,50.9051441736608
279,-3.380587592864932,-2.956951200818312,-1.1640480214286784,11.846109701867537,-40.25681233275977,50.96499709067456
280,-3.0292553634771693,-3.0138194006960624,-1.2168791095732094,11.70261928090486,-40.30086079334645,51.01645476325422
